,95.73359608650208
,1.9076619148254395
,0.12882518768310547
,0.23906779289245605
,0.23890376091003418
,0.1322770118713379
,0.1171729564666748
a,0.08197307586669922
,0.02392721176147461
s,0.10349011421203613
f,0.11888003349304199
g,0.054576873779296875
e,0.035494089126586914
d,0.03334617614746094
j,0.01030111312866211
f,0.13710904121398926
n,0.009701728820800781
a,0.016253948211669922
d,0.005759000778198242
s,0.021610021591186523
d,0.01628589630126953
n,0.027554988861083984
s,0.0010831356048583984
b,0.4419867992401123
k,0.0202639102935791
d,0.027742862701416016
b,0.05921506881713867
k,0.005135774612426758
f,0.029755115509033203
n,0.027855873107910156
k,0.008406639099121094
b,0.03963804244995117
f,0.0074748992919921875
k,0.01767110824584961
f,0.007380008697509766
n,0.030910968780517578
a,0.011612892150878906
j,0.08904600143432617
a,0.0057830810546875
n,0.0823819637298584
l,0.02219700813293457
d,0.05212712287902832
l,0.004553079605102539
